"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"think","gets","","","superstar","athletes","","years","opinion","never","question","giving","every","night","check","passionplay","showtime","documentary","must","watch","","","","","","","","","","","","","","",""
"nets","benched","superstar","kyrie","irving","violating","","mandate","watch","","lemon","","cuomo","blast","perverse","sense","freedom","","joins","bucksexton","studio","analysis","take","either","","idiots","","seriously","","","","","","",""
"nets","benched","superstar","kyrie","irving","violating","","mandate","watch","","lemon","","cuomo","blast","perverse","sense","freedom","","joins","bucksexton","studio","analysis","take","either","","idiots","","seriously","","","","","","",""
"","wait","","","straight","","goes","none","playoff","team","","superstar","rebuilds","team","players","team","wanted","time","","chip","players","","twitter","","","ring","chaser","smdh","","","","","","",""
"","","","isiahthomas","","reggie","would’ve","best","borderline","star","","","player","alongside","superstar","","","","","much","asked","","wasn’t","","","role","slightly","worse","scorer","better","passer","","","better",""
"exclusive","bucks","superstar","","connaughton","talks","bailemg","strong","irish","roots","possibly","playing","bballirl","journey","become","","champion","wants","give","back","game","help","others","","","","","","","","","","","",""
"","quot","","","denzel","washington","","","never","seen","","","quot","warriors","","superstar","stephen","curry","trolled","","","","","","","","","","","","","","","",""
"","","adam","dealing","players","name","legendary","","players","imperative","note","former","bulls","superstar","feeling","","today","amateur","hour","stuff","","","","","","","","","","","","","","",""
"","superstar","owner","making","switch","","","truly","remarkable","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","league","","never","playoff","","like","","giannis","just","","better","playoff","performer","better","longevity","","smoking","lmao","","fragile","superstar","","","","","","","","","","","","",""
"","","br_nba","sometimes","young","guard","needs","superstar","veteran","leadership","look","jordan","poole","","played","behind","steph","still","improved","drastically","","","","","","","","","","","","","","",""
"isiahthomas","","superstar","team","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"matches","song","youngthug","","punk","","","","espn","","superstar","","kingjames","","pelicansnba","","espnnba","davepasch","heydb","espnpr","","","","","","","","","","","","","","",""
"","superstar","allan","houston","introduces","fisll","south","orange","seton","hall","","","","","","","","","","","","","","","","","","","","","","","","",""
"giannis","going","play","best","basketball","ever","seen","","","","","also","something","done","","","without","another","superstar","going","play","free","","less","pressure","","","trouble","watch","","","","","",""
"want","klay","thompson","superstar","","player","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"basketball","gods","really","ruined","harry","giles","","superstar","career","even","turned","years","","","","","","","","","","","","","","","","","","","","","","",""
"lakers","superstar","lebron","james","heaps","massive","praise","onto","","young","teammates","current","roste","","nbatopshot","","","","","","","","","","","","","","","","","","","",""
"lebron","james","arguably","best","","player","","never","cost","services","provides","","","","","nbatopshot","","","","","","","","","","","","","","","","","","",""
"","","superstar","just","","banned","","political","protest","sports","balls","","","rbenqxyhik","","","","","","","","","","","","","","","","","","","","",""
"","","superstar","skipped","practice","political","protest","sports","balls","","","hwddrwnflh","","","","","","","","","","","","","","","","","","","","","","",""
"person","sitting","charles","barkley","","","superstar","","time","","star","","","basketball","analyst","","broadcaster","ncaa","basketball","games","","travel","","","","","","","","","","","","",""
"mixernitro","","isiahthomas","ballislife","","never","beat","kobe","legitimate","team","never","beat","tony","parker","series","either","finals","appearances","even","","rated","teams","superstar","","winning","losing","measured","","","","","","","",""
"","gonna","hold","lying","conor","first","ever","global","superstar","","grew","","extreme","like","","","floyd","impact","boxing","boxing","conor","changed","","forever","like","","basketball","","","","","","","",""
"lebum","leespn","","ledisney","leabc","superstar","insult","real","hard","working","players","stars","","","","like","normal","","stars","needs","several","superstars","","","","","","","","","","","","",""
"arpitrage","pqblair","kentonmoney","just","like","","superstar","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fire","sticks","gaming","welcomes","","superstar","","family","","","xoqdvifuaj","","gaming","time","cincinnati","bengals","playing","games","like","","","","","","madden","also","content","creator","","well","streamer","","","",""
"","","superstar","just","","banned","","political","protest","","","","","sports","balls","","","","","","","","","","","","","","","","","","","",""
"","","superstar","skipped","practice","political","protest","","","cibsschfwe","","sports","balls","","","","","","","","","","","","","","","","","","","","","",""
"","superstar","lebron","james","purchased","stake","liverpool","fc.since","liverpool","","trophies","notably","premier","league","champions","league","lebron's","stake","","estimated","worth","","investment","","increasing","","","","","","","","","",""
"nyknicks","super","awesome","likable","superstar","","","team","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"continue","miss","point","","speak","ability","","size","","talent","","","","that’s","moot","","","value","team","team","","superstar","","traded","another","","","mental","issues","proof","","","","",""
"","superstar","kyrie","irving's","refusal","vaccinated","cost","million","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","season","preview","","morant","become","memphis","grizzlies","first","superstar","fansided","","","","","","","","","","","","","","","","","","","","","","","",""
"","simmons","wants","treated","like","superstar","long","sixers","gave","","cbsspo","","","","","","","","","","","","","","","","","","","","","","","",""
"hakeem","olajuwon","slept","","superstar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","groupie","occasional","","superstar","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"kids","club","film","morning","space","","","legacy","","superstar","lebron","james","teams","bugs","bunny","rest","looney","tunes","long","awaited","sequel","children","accompanid","adults","tickets","","","","","","","","","",""
"acclamation","michael","jordan","greatest","basketball","player","time","theniclex","article","jordan","single","handedly","redefined","","superstar","","","","","","","","","","","","","","","","","","","",""
"","kyrie","a.emeefending","superstar","already","","time","allstar","star","","kevin","love","regarded","","player","","lmao","","casual","","","enough","remember","people","saying","cavs","team","better","miami","","","","","",""
"","season","superstar","season","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"hakeem","","superstar","time","great","","history","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","batman","","superstar","","robin","","lead","knicks","promised","land","","","rings","","knicks","","","","","","","","","","","","","","","","","","",""
"hamastariq_","nbastatguy_","dude","played","former","","champions","roty","three","point","shooting","champions","olympic","gold","medalists","stars","","","year","","overall","draft","picks","superstar","","history","keep","lebron","help","loses","going","","","",""
"","","steph","hardly","ever","gets","superstar","calls","getting","beat","","","","","","","","","","","","","","","","","","","","","","","","",""
"everybody","wants","","trade","rarely","ever","happens","","shit","almost","always","turns","even","unless","superstar","involved","","","","","","","","","","","","","","","","","","",""
"","","undisputed","lebron","bosh","came","suddenly","","thing","miami","celebrities","hoopla","whoever","needs","superstar","gets","","whatever","market","want","grow","becomes","","fortunate","","","","","","","","","","",""
"zotolavine","","","","","regular","season","","playoffs","plaued","games","injury","comparable","star","superstar","","","","","","","","","","","","","","","","","","","",""
"teastnba","question","team","going","compete","","path","getting","back","","finals","nailing","trade","bottoming","drafting","superstar","signing","superstar","complement","current","group","getting","lucky","","round","pick","","","","","","","","",""
"","","superstar","just","","banned","","political","protest","sports","balls","hope","","irving","wherewithal","stand","medical","fascists","","","","","","","","","","","","","","","","",""
"jamesgunn","","adidas","groot","need","line","sneakers","though","","","wassup","exactly","","superstar","size","maybe","","","","","","","","","","","","","","","","","","",""
"","publicly","putting","unnecessary","pressure","sophomore","slump","hope","herro","amazing","","make","eastern","conf","playoffs","even","interesting","hehe","","","","","","","","","","","","","","","","",""
"","","","superstar","need","worry","money","earned","cancelled","contract","vaccine","","","either","vaccine","lose","","","","","","","","","","","","","","","","","","",""
"chicago","bulls","edge","utah","jazz","finals","following","season","jazz","","repeat","","finals","appearance","knocking","rockets","spurs","sweeping","lakers","superstar","shaquille","o'neal","young","kobe","bryant","","","","","","","","","",""
"","think","people","realize","steph","superstar","since","","since","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","buying","narrative","","know","","signing","decide","pursue","","players","thrive","reach","superstar","","plenty","fail","fall","short","shot","","wealth","","might","fulfill","","potential","choice","improve","","","","","",""
"","used","dream","","superstar","","wanted","moments","like","","","","","","","","","","","","","","","","","","","","","","","","","",""
"reason","getting","posterized","","large","number","archive","moments","nbatopshot","austinkent","agree","since","","self","deprecating","","superstar","ever","","","","","","","","","","","","","","","","",""
"thaweasle","agree","live","","beyond","means","understand","least","paid","superstar","ever","seen","look","","player","whining","money","","","","","","","","","","","","","","","","","",""
"right","time","algs","kick","tomorrow","sick","chatting","","bucks","superstar","","love","competitive","apex","","respect","streamers","like","nicewigg","genburten","imperialhal","","also","","","esports","compared","","ball","","","","","",""
"","","","superstar","","title","team","dropped","game","clinching","game","nothing","","entire","career","touches","giannis","playoff","","last","year","giannis","provides","defense","worlds","better","anything","","","","","","","",""
"reader","know","much","money","takes","reach","entitled","just","know","","guys","like","make","happy","mother","used","","less","need","richer","","","","","azcentral","","","","","","","","","",""
"","superstar","vaccine","skeptic","kyrie","irving","charles","barkley","","","","","azcentral","","","","","","","","","","","","","","","","","","","","","",""
"honestjbfan","","never","said","plus","","players","","like","","today","","","away","like","giannis","basically","runs","dunks","superstar","","","","","","","","","","","","","","",""
"hard","","understand","kyries","vaccination","status","story","","superstar","arguably","best","team","","arguably","best","player","world","teammate","","another","","player","world","biggest","media","market","world","","","","","","","",""
"scottie","barnes","playoff","ready","","","bucket","","","","","scottie","barnes","superstar","raptors","","","","","","","","","","","","","","","","","","","",""
"","nahano__","drareg__","philly_dame","","duncan","better","help","kobe","point","shaq","better","duncan's","help","relevant","superstar","help","always","bigger","advantage","depth","","atlanta","","scorers","favored","","nets","","","","","","",""
"","","twitter","superstar","leader","","just","hendo","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"opinion","columnist","ejmontini","","superstar","vaccine","skeptic","kyrie","irving","charles","barkley","","","","","","","","","","","","","","","","","","","","","","","",""
"breaking","","superstar","drops","vaccine","bomb","changes","everything","","","enqsghuxks","","","","","","","","","","","","","","","","","","","","","","","",""
"","wanted","","voice","platform","","multiple","","duck","away","disappear","just","sake","voice","","best","even","platform","","superstar","make","difference","","","","","","","","","","","","",""
"kyrie","irving’s","reason","refusing","","vaccinated","remains","unclear","","report","athletic","claims","","superstar","wants","voice","voiceless","motive","baffled","sports","radio","host","rich","eisen","voiceless","","","","","","","","","",""
"weeks","speculation","surrounding","kyrie","irving","decision","remain","","covid","","superstar","finally","offered","words","wednesday","night","despite","speaking","minutes","irving","offered","little","clarity","","","","","","cmyswnwcgz","","","","","",""
"naismith","memorial","basketball","hall","fame","announced","newly","developed","high","school","event","partnership","nike","","superstar","time","finals","champion","lebron","james","chosen","","","take","place","december","","staples","center","","","","","",""
"expected","lebron","lakers","","demand","squad","team","ranks","just","behind","","resides","","superstar","stacked","brooklyn","nets","upstart","knicks","whose","recent","success","","fanbase","","","","","","","","","","",""
"","longevity","curry","great","awhile","","","","first","","team","","like","years","","","","player","every","year","since","curry","stayed","extra","years","college","","took","another","years","becoming","superstar","","",""
"johnson","seeing","fauci","speak","","epidemic","reflecting","","crisis","","sobering","racial","disparities","american","healthcare","stark","","","","","","","","","","","","","","","","","","",""
"kyrie","irving","victim","freedom","fighter","vaccines","","","ujbgeumoav","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","giannis","","journey","","unique","celebration","bucks","season","opener","next","week","author","mirinfader","talks","improbable","rise","evolution","humble","superstar","","","","","","","","","","","","","","",""
"","completely","agree","especially","trying","follow","actual","good","year","need","find","","brady","second","round","","draftees","worth","give","established","superstar","take","","next","level","","","","","","","","","",""
"","","superstar","subjective","phrase","argue","raptors","bucks","superstar","siakam","middleton","","","players","think","less","true","superstars","league","","","","","","","","","","","","","","","",""
"shaquille","o'neal","exception","years","","another","budding","superstar","warrant","inclusion","ahead","time","next","week's","list","greatest","players","yahoosports","","","","","nshshanuxs","","","","","","","","","","","",""
"superstar","kyrie","irving","james","harden","probably","almost","enough","brooklyn","nets","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","wrldjer","","","also","accepting","","bets","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","definitely","solid","supporting","cast","just","","","know","next","move","comes","superstar","","dead","","gotta","come","trade","assuming","demar","lonzo","matching","salary","","else","send","make","competitive","offer","","","",""
"","highest","superstar","potential","class","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"kyrie","irving","chose","","fine","stopped","instead","trying","play","role","victim","freedom","fighter","","","","","","","","","","","","","","","","","","","","","",""
"july","giannis","","","bucks","","","preparation","next","week’s","season","opener","here’s","look","back","interview","author","mirinfader","humble","superstar’s","rise","","","","","","","","","","","","","",""
"","theathletic","","","","even","","superstar","","aint","something","sane","person","just","giving","","","","","","","","","","","","","","","","","","","",""
"karltowns","macmiller","","","superstar","everyone","wanted","","","superstar","everyone","needed","","said","orange","blue","sound","knickstape","","","","","","","","","","","","","","","","",""
"","","superstar","matthew","lillard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"tomorrow's","kids","club","space","","","legacy","","superstar","lebron","james","teams","bugs","bunny","rest","looney","tunes","long","awaited","sequel","","","","","","","","","","","","","","",""
"","always","money","","choosing","what’s","best","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"know","","means","","judged","demonized","that’s","just","","","zpgutdejxa","","","","","","","","","","","","","","","","","","","","","","","",""
"luka","doncic","season","dallas","mavericks","superstar","point","guard","takes","","","news","","","","","","","","","","","","","","","","","","","","","","",""
"tpopoca","","that’s","","","","taking","advice","","said","superstar","","finals","always","opening","idiotic","mouth","dont","like","things","","","","","know","shit","","idiot","always","hating","","","","",""
"dejikokun","","know","","superstar","lost","confidence","game","oblivious","able","pick","body","language","","","","","","","","","","","","","","","","","","","","","",""
"ndotpinnock","dejikokun","","wish","knew","dumb","sound","","think","","superstar","confidence","game","missed","bunch","shots","usually","makes","preseason","","","","","","","","","","","","","","","",""
"maxxmilien","mannn","","never","understand","dude","","prideful","like","dude","teammates","arguably","durable","superstar","","history","answers","training","body","like","","prime","","working","","","","","","","","","","",""
"","best","greatest","superstar","named","kevin","","history","easily","","","","","","","","","","","","","","","","","","","","","","","","","",""
"russdinero","chrisechols","","also","russ","taking","play","worse","anyone","lebron","superstar","","young","star","deandre","washed","center","reaves","rookie","","faster","russ","","athletic","guard","whats","excuse","","","","","","","",""
"","superstar","gets","call","sorry","","version","gabe","morales","scott","foster","","version","meets","","","","","","","","","","","","","","","","","","","","",""
"","chrisechols","","every","superstar","conserve","energy","","luke","kennard","stan","","dont","know","","","","","","","","","","","","","","","","","","","","",""
"","around","","years","","kobe","bryant","","rest","soul","called","referee","","","middle","game","afterwards","received","","later","appealed","reprimanded","punished","","situations","like","simply","superstar","privilege","","","","","",""
"","","","debating","athletic","prowess","greatest","boxer","time","superstar","point","guard","","schooled","reading","","pretty","impressive","","","","","","","","","","","","","","","","",""
"","impossible","","","","aren’t","playing","another","superstar","super","team","","","","","","","","","","","","","","","","","","","","","","","",""
"detoxonious","","playoffs","","superstar","kawhi","leonard","","defender","","","","","","","","","","","","","","","","","","","","","","","","","",""
"category","heat’s","tyler","herro","makes","outrageous","claim","mavs","superstar","luka","doncic","","","gtfo","cant","touch","luka’s","jock","strap","head","","","game","realistic","","","","","","","","","","",""
"","havlicek","greatest","lunch","bucket","","","history","made","superstar","just","relentless","","","","","","","","","","","","","","","","","","","","","","",""
"","mikekorz","imans","iconic","putback","dunk","garden","","first","memories","watching","","think","pretty","young","remember","thinking","superstar","knicks","team","","watch","","","","","","","","","","","","",""
"bucks","lovable","","superstar","even","close","","support","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","rich","","superstar","care","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","kakejatz","","","","","well","aware","nets","weigh","teams","","offer","cents","dollar","talent","wise","superstar","unreliable","gamble","pays","strike","","year","","","","","","","","","","",""
"category","heat’s","tyler","herro","makes","outrageous","claim","mavs","superstar","luka","doncic","","","","brah","really","luca","doubles","output","dreaming","","","","","","","","","","","","","","",""
"","","part","called","liar","goofy","script","reader","course","media","gonna","pick","something","ordinary","especially","","superstar","","","spitting","bullshit","whole","time","","something","","","","","","","","","",""
"","cedceballos","theforum","","lakers","","","","superstar","lakers","time","","","","","","","","","","","","","","","","","","","","","","","",""
"","know","basketball","said","","superstar","","outplayed","bench","player","mavs","jason","terry","nothing","facts","","","csobngpibh","","","","","","","","","","","","","","","","",""
"nba_newyork","boutta","","china","superstar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"here’s","","superstar","allan","houston","brought","faith","integrity","sacrifice","leadership","","legacy","project","setonhall","week","continue","success","foundation’s","nationwide","mentoring","program","newark","","setonhall","","","","","","","","","","",""
"nobody","forcing","nothing","","superstar","judged","decision","deal","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"korean","jung","squid","game","star","reveals","recent","interview","vogue","korea","lately","","obsessed","","superstar","russell","westbrook","just","think","","something","world","needs","right","","whenever","watch","play","mood","changes","better","","","",""
"adele","lost","bunch","weight","great","news","","community","","gained","superstar","","player","zion","","","star","","electric","athlete","spanish","centers","footwork","know","","","choose","","","","","","","",""
"","quick","find","","time","someone","","spoken","","superstar","star","also","didn’t","","opportunity","speak","didn’t","zion","just","","","media","","want","know","","","","","","","","","",""
"","","exhausted","none","ability","talk","zion","","recall","single","","superstar","made","quiet","fight","power","scott","","","","","","","","","","","","","","","","","",""
"still","keep","touch","","","houston","rockets","teammates","kenny","smith","","hakeem","olajuwon","long","think","brooklyn","nets","superstar","kyrie","irving","decide","miss","","games","season","","agreeing","getting","covid","vaccine","","","","",""
"jimmytraina","jimmy","long","think","brooklyn","nets","","superstar","kyrie","irving","miss","playing","games","upcoming","season","","wanting","","covid","vaccine","mandate","","","","","","","","","","","","","",""
"dqnets","","teammates","","angeles","lakers","embraced","","support","returned","play","first","part","olympics","dream","team","another","stint","lakers","","","yprcuehmxu","","","","","","","","","","","","",""
"superstar","","","teaming","solid","players","superstars","","acting","like","westbrook","came","","season","surprised","warriors","fans","knowledge","","","","","","","","","","","","","","","","",""
"","kyrieirving","michael","porter","","","","","superstar","players","load","managing","running","teams","rosters","like","lebron","","elite","","power","","","","","","","","","","","","","",""
"eddemask","","wasn’t","","superstar","many","voiceless","people","kyrie","fighting","","luxury","taking","sweet","time","determine","going","","vaccinated","","fired","","afford","miss","paycheck","","","","","","","","","",""
"luka","doncic","season","dallas","mavericks","superstar","point","guard","takes","","","news","","","","","","","","","","","","","","","","","","","","","","",""
"luka","doncic","season","dallas","mavericks","superstar","point","guard","takes","","","news","","","","","","","","","","","","","","","","","","","","","","",""
"luka","doncic","season","dallas","mavericks","superstar","point","guard","takes","","","news","","","","","","","","","","","","","","","","","","","","","","",""
"lmao","kyrie","","ball","","literal","","superstar","thinks","","play","high","contact","sport","without","vaccinated","everyone","just","wants","","already","completely","","","reason","","variants","like","please","","attention","","","",""
"kyrie","","superstar","even","targeting","","york","mandate","","kyrie","traded","","simmons","","","","","","","","","","","","","","","","","","","","","",""
"jaywilliams","violated","","contract","riding","motorcycle","offseason","","overall","pick","bulls","","going","","superstar","famously","screamed","threw","away","aftermath","accident","","","","","","","","","","","","","",""
"last","season","game","analysis","sports","betting","came","consensus","kyrie","irving","volatile","","superstar","","lebron","close","second","lose","every","game","supposed","","","","","","","","","","","","","",""
"","","broader","point","kyrie","superstar","probably","released","just","hurting","team","selfish","","kyrie","irving","flat","earth","comments","sorry","","","","","","","","","","","","","","","",""
"category","heat’s","tyler","herro","makes","outrageous","claim","dallas","mavs","superstar","luka","doncic","sports","illustrated","dallas","mavericks","news","analysis","","","","","","","","","","","","","","","","",""
"","need","another","herro","category","heat’s","tyler","herro","makes","outrageous","claim","mavs","superstar","lukadoncic","","","","","","","","","","","","","","","","","","","","",""
"cities","","require","vaccine","","","plays","","superstar","","","","","","","","","","","","","","","","","","","","","","","","","",""
"hakeem","olajuwon","","presumably","seen","unequivocal","","","player","time","continues","overlooked","superstar","ever","fourth","ballot","","","","","","","","","","","","","","","","","","",""
"apple","","released","official","trailer","original","drama","series","swagger","inspired","life","","superstar","kevin","durant","watch","trailer","","","swagger","appletv","kevindurant","","","","","","","","","","","","",""
"apple","","released","official","trailer","original","drama","series","swagger","inspired","life","","superstar","kevin","durant","watch","trailer","","","","swagger","appletv","kevindurant","","","","","","","","","","","",""
"","conviction","appears","center","attention","deep","wise","personality","times","multi","millionaire","","superstar","just","","","","","","","","","","","","","","","","","","","","",""
"apple","","debut","swagger","","drama","inspired","","superstar's","kevin","durant's","experiences","october","","","auszsgzncj","","","","","","","","","","","","","","","","","","",""
"dapper","labs","dapperlabs","signed","","year","deal","","superstar","kevin","durant","curate","create","","","shot","moments","","video","content","flow","","","trefhknncf","","","","","","","","","","",""
"wilt","chamberlain","","superstar","lifelong","bachelor","claimed","","women","wonder","","wesn't","getting","","","","","","","","","","","","","","","","","","","","","",""
"","superstar","banned","team","vaccination","status","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"official","trailer","swagger","drama","series","inspired","childhood","","superstar","kevindurant","episode","series","premiere","appletv","october","episodes","followed","","episode","friday","thereafter","","","lkdgjveglv","","","","","","","","","","",""
"","undisputed","gain","loss","just","","kyrie","kyrie","surprises","least","","spoken","media","","leave","","nets","handle","know","superstar","","superstar","driven","league","generates","interest","think","","left","alone","","","","",""
"wonderland","miami","conference","roger","mcintyre","former","","superstar","","","","joining","ketamine","treatment","goes","mainstream","panel","","","","","","","","","","","","","","","","","",""
"highly","anticipated","sports","drama","series","swagger","inspired","","superstar’s","kevindurant’s","experiences","world","youth","basketball","starring","o’shea","jackson","","isaiah","hill","swagger","premieres","october","appletv","","","","","","","","","","",""
"apple","","released","trailer","swagger","upcoming","episode","series","inspired","life","","superstar","kevin","durant","","","","","","","","","","","","","","","","","","","","",""
"ontopic","","groove_sdc","","","","superstar","entire","team","vaccinated","ready","compete","","","nobody","like","wouldn’t","","","refuse","vaccine","find","","somewhere","","require","","","","","","","","",""
"watch","","","superstar","kyrie","irving","weighs","controversy","surrounding","decision","remain","","essence","","","","","","","","","","","","","","","","","","","","","",""
"pelicans","odds","making","","finals","well","good","morning","","orleans’s","strong","projection","similarly","driven","superstar","zion","williamson","strong","depth","","rotation","players","rating","positives","","","wbmeffbhwx","","","","","","","",""
"week","vacation","avid","traveler","","superstar","","says","","every","year","lots","great","travel","food","books","advice","forbes","","","jwgznnijgn","foodie","vacation","italy","greece","sports","book","","","","","","","",""
"superstar","kyrie","signed","","signed","media","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"wadaswrld","","superstar","sadly","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"just","freedom","want","","superstar","kyrie","irving's","stance","covid","vaccination","branded","flat","stupid","","","","","","","","","","","","","","","","","","","","","",""
"","jonrichard","","almost","share","name","","superstar","lmaooooo","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","sorry","","kyrie","","trippin","forfeits","","home","game","misses","season","mans","free","vaccine","throwing","away","opportunity","","solidify","legacy","","superstar","kyrieirving","culture","","","","","","","","","",""
"","","","","superstar","millions","followers","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","nytimes","hahahhaha","","trolling","really","trying","make","seem","like","","stupid","every","superstar","history","","needed","another","superstar","","","barely","exceptions","superstar","doesn’t","make","someone","star","","","","","","",""
"imagine","multi","millionaire","","superstar","","signing","minor","league","club","","even","though","didn’t","earn","instead","pushing","pursue","education","good","parenting","","","","","","","","","","","","","",""
"","vaccination","rate","weeks","","shit","looks","worse","kyrie","every","time","number","goes","especially","","lone","superstar","player","refuse","","vaccinated","","","","","","","","","","","","","",""
"former","","superstar","gifts","ifako","oworo","youths","world","class","basketball","court","photos","video","","","","","","","","","","","","","","","","","","","","","",""
"","superstar","retire","people","forcing","take","vaccine","","world","","","","","","","","","","","","","","","","","","","","","","","","","",""
"superstar","like","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"unlarbie","point","exactly","westbrook","legit","star","even","","player","meaning","","never","done","without","","superstar","","","","","","","","","","","","","","","","","","",""
"melobraids","","","marcjspears","mitchell","absolutely","made","","never","","injured","likely","","","team","tatum","played","nearly","full","season","couldn’t","even","make","","team","almost","every","superstar","player","missed","significant","time","","",""
"","","","","sarcastic","idiot","teams","","superstar","","take","wade","kobe","dwight","duncan","dirk","kobe","arenas","melo","","teams","","cavs","magic","still","recovering","dwight","left","","","","","","",""
"","","","","however","take","","team","bring","","team","pretty","good","lebron","","team","standards","back","superstar","enough","","done","","","almost","impossible","","stars","teaming","barring","unlucky","injuries","","",""
"rileydafoo","","","lakeshowyo","oladipo","derozan","bruh","stacked","","teams","course","","bring","deficits","","wade","bosh","love","kyrie","","times","east","playing","teams","without","even","superstar","lebron","respected","","cleveland","","","",""
"","","","","lebron","taking","finals","impressive","believe","people","cant","","wade","dwight","howard","","lebron","taking","team","finals","","superteam","","","giniboli","","","","parker","never","superstar","","","",""
"melobraids","","","marcjspears","appreciate","mitchell","looking","stats","watch","","","","incredible","seen","tatum","outplay","","harden","game","playoffs","tatum","really","good","future","superstar","","","look","conclude","","better","","","",""
"","","little","education","","superstar","owns","public","school","","sound","like","hater","","","","","","","","","","","","","","","","","","","","","",""
"","think","reality","since","kyrie","irving","smart","","forth","views","tonight","people","really","attack","","find","reasons","like","","move","","superstar","driven","league","find","home","","","","","","","","",""
"kids","club","week","","","legacy","featuring","","superstar","lebron","james","tickets","just","","","","","","","","","","","","","","","","","","","","","",""
"","desperately","hope","","superstar","searching","long","climb","back","contender","nbatwitter","","","","","","","","","","","","","","","","","","","","","","","",""
"stephon","marbury","comment","kyrie","irving","instagram","live","covid","vaccine","mandates","goes","viral","kyrie","irving","inspiring","millions","people","including","former","","superstar","stephon","marbury","","","","kyrieirving","iglive","","","","","","",""
"damanr","agree","also","realize","kyrie","superstar","","","","player","limelight","always","nets","even","said","they’re","moving","without","wants","join","","vaccinated","","","","","","","","","","","","",""
"","personally","","stand","kyrie","stuff","spews","respect","fact","stand","decisions","","bench","warmer","current","","superstar","willing","","","rights","","impressive","regardless","views","","","","","","","","","",""
"kyrie","regular","person","respect","decision","","vaccine","even","though","disagree","","superstar","sacrificing","money","chance","ring","career","legacy","","vaccine","blows","mind","","","","","","","","","","","","",""
"rexchapman","maybe","","","players","superstar","remains","","entire","league","","","","","","","","","","","","","","","","","","","","","","","","",""
"","hotnews","hotsports","newsbreak","sportbreak","brittney","griner","threw","dunk","wnba","finals","","stars","sitting","courtside","lost","minds","foot","mercury","superstar","scored","phoenix’s","first","points","game","","","","","","","","","",""
"kyrie","complaining","people","talking","","","","superstar","prime","might","play","refusing","","vaccine","course","people","gonna","talk","putting","words","mouth","different","story","","","","","","","","","","","",""
"dallasmavs","dominant","ends","tonight","","charlotte","opponents","pretty","scary","considering","superstar","luka","doncic","scored","points","","point","mavs","","points","","mavs","","","","","","","","","","","","",""
"brooklyn","nets","superstar","kyrie","irving","says","advocate","either","side","sides","instagram","live","also","says","retiring","political","thing","","nbatwitter","","","","","","","","","","","","","","","",""
"brooklyn","nets","superstar","kyrie","irving","says","going","used","person","agenda","urges","people","best","regarding","","declares","love","game","","urges","people","come","together","instagram","live","nbatwitter","","","","","","","","",""
"","zaknoble","considering","probalby","","career","isnt","","superstar","year","hear","absolutely","nothing","just","","","player","moved","life","hear","nothing","","","","","","","","","","","","","",""
"","played","scored","points","","finals","games","combined","","","saying","","superstar","like","guys","play","role","ball","doubt","","","","","","","","","","","","","","","",""
"level","gaslighting","scales","fully","support","kyrieirving","","mandates","tyrannical","government","overreach","","","","","","","","","","","","","","","","","","","","","","","",""
"kyrie","superstar","","player","","nuts","","shyt","bruh","standing","shyt","moving","forward","","","","","","","","","","","","","","","","","","","","","",""
"","cause","imagine","active","","superstar","interview","today’s","time","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","slamonline","dream","overlooked","","superstar","","olajuwon","real","deal","prime","show","love","","","","","","","","","","","","","","","","","","","","","",""
